,PKMuestreo,FechaMuestreo,IDPiscina,PKCiclo,KilosAlimento,FechaSiembra,FechaCosecha,CantidadSembrada,Hectareas,days_from_last_monitoring,cycle_days,survival_updated_at,Supervivencia,PesoPromedio2,CantidadCosechada,biomass_harvested,CantidadCosechada_cum,biomass_harvested_cum,stocked_minus_harvested,live_animals,live_biomass,cumulative_biomass,kg/ha/day,cumulative_fcr,density_ha,density_ha_bin,biomass_ha,NombreProveedor,Proveedor,Codigo,Especie,Origen,Proceso,Descripcion,MnProveedor,total_feed_given,cycle_feed_cost,start_weight,start_cycle_days,CantidadCosechada_harvested,VentaUSDReal,average_weight_harvest,Parcial,final_sale,partial_harvest_qty,partial_harvest_rev,final_biomass_harvested,cycle_fcr,cycle_weekly_growth_rate,rev_ha_day,cycle_feed_ha_day,total_qty_harvested_ha,total_qty_harvested_ha_day,avg_feed_cost_$,cycle_survival
97,76651,2023-02-06,81,3613,0.0,2022-10-23,2023-02-06,1660600,8.6000004,7.0,106,,78.0,,0.0,0.0,642062.0,13769.0,1018538.0,794460.0,,,0.0,,193093.0,>160k,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,49713.0,64357.36,0.11,1,1071740.0,94362.0,28.540001,2.0,1.0,642062.0,46774.0,26032.0,1.91,,103.51,54.53,124620.92,1175.67,1.29,64.5
98,76980,2023-02-13,89,3617,1400.0,2022-11-04,2023-02-14,935000,5.5,7.0,102,,62.0,31.7,0.0,0.0,160652.0,3303.0,774348.0,480096.0,15219.0,18522.0,36.4,1.373,170000.0,>160k,3368.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,25425.0,33563.25,0.2,3,531919.0,58396.0,30.0,1.0,1.0,160652.0,11951.0,14441.0,1.761,2.23,104.09,45.32,96712.55,948.16,1.32,56.89999999999999
99,76981,2023-02-13,90,3618,825.0,2022-11-05,2023-02-16,949000,6.5,7.0,103,,54.0,30.74,0.0,0.0,133193.0,3154.0,815807.0,440536.0,13542.0,16696.0,18.1,1.355,146000.0,130-160k,2569.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,22625.0,29901.25,0.2,2,403193.0,34804.0,25.6,1.0,1.0,133193.0,10941.0,10066.0,2.248,2.12,51.99,33.79,62029.69,602.23,1.32,42.5
100,76944,2023-02-20,82,3619,2475.0,2022-11-05,2023-02-22,1368000,9.5,7.0,109,,72.0,,0.0,0.0,273423.0,6502.0,1094577.0,788095.0,,,37.2,,144000.0,130-160k,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,45700.0,60927.0,0.15,2,737154.0,83137.0,31.68,1.0,1.0,273423.0,24417.0,21193.0,2.156,,80.29,44.13,77595.16,711.88,1.33,53.900000000000006
101,76655,2023-02-06,87,3620,1950.0,2022-11-06,2023-02-10,1190000,8.5,7.0,96,2023-02-06,42.0,28.53,0.0,0.0,0.0,0.0,1190000.0,499800.0,14259.0,14259.0,32.8,1.675,140000.0,130-160k,1678.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,23878.0,31546.66,0.2,1,590929.0,65497.0,28.0,0.0,1.0,0.0,0.0,16546.0,1.443,2.09,80.27,29.26,69521.06,724.18,1.32,49.7
102,77126,2023-03-06,80,3626,2350.0,2022-12-09,2023-03-09,1401400,9.1000004,7.0,90,2023-03-06,68.0,27.27,0.0,0.0,326579.0,6205.0,1074821.0,730878.0,19931.0,26136.0,36.9,1.27,154000.0,130-160k,2872.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,33183.0,43525.91,0.4,3,1005781.0,89514.0,26.83,1.0,1.0,326579.0,20800.0,24428.0,1.358,2.16,109.3,40.52,110525.38,1228.06,1.31,71.8
103,76949,2023-02-20,88,3627,4025.0,2022-12-09,2023-02-23,1989000,11.7,7.0,76,,75.0,,0.0,0.0,337882.0,5744.0,1651118.0,1238338.0,,,49.1,,170000.0,>160k,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,31743.0,42601.79,1.0,10,1269304.0,85194.0,21.450001,1.0,1.0,337882.0,17713.0,25723.0,1.234,,95.81,35.7,108487.52,1427.47,1.34,63.800000000000004
104,77429,2023-03-27,85,3630,2925.0,2023-01-11,2023-03-29,1200000,8.1000004,7.0,77,2023-03-27,74.0,22.8,0.0,0.0,229212.0,3986.0,970788.0,718383.0,16379.0,20365.0,51.6,1.167,148148.0,130-160k,2514.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,23775.0,31049.0,0.8,5,717423.0,47140.0,21.629999,1.0,1.0,229212.0,11471.0,14546.0,1.634,2.14,75.58,38.12,88570.74,1150.27,1.31,59.8
105,77327,2023-03-20,84,3631,1950.0,2023-01-17,2023-03-25,919800,7.3000002,7.0,67,2023-03-20,84.0,23.0,0.0,0.0,221412.0,3764.0,698388.0,586646.0,13493.0,17257.0,38.2,0.927,126000.0,<130K,2364.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,16000.0,20884.25,1.63,6,733954.0,54204.0,23.6,1.0,1.0,221412.0,11173.0,15860.0,1.009,2.45,110.82,32.71,100541.64,1500.62,1.31,79.80000000000001
106,77435,2023-03-27,91,3632,3025.0,2023-01-16,2023-03-28,1088000,8.5,7.0,71,2023-03-27,66.0,23.7,0.0,0.0,0.0,0.0,1088000.0,718080.0,17018.0,17018.0,50.8,1.423,128000.0,<130K,2002.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,24225.0,32904.5,2.4,7,798136.0,59436.0,22.0,0.0,1.0,0.0,0.0,17559.0,1.38,2.33,98.49,40.14,93898.35,1322.51,1.36,73.4
107,77533,2023-04-03,92,3633,3525.0,2023-01-16,2023-04-07,1360450,9.1000004,7.0,81,2023-04-03,85.0,25.8,0.0,0.0,333571.0,5604.0,1026879.0,872847.0,22519.0,28123.0,55.3,1.09,149500.0,130-160k,3090.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,30650.0,42007.0,2.4,7,1063109.0,84270.0,26.0,1.0,1.0,333571.0,15315.0,24572.0,1.247,2.21,114.33,41.58,116825.16,1442.29,1.37,78.10000000000001
108,77724,2023-04-17,83,3638,3300.0,2023-02-07,2023-04-20,1044000,8.6999998,7.0,72,,72.0,26.0,0.0,0.0,0.0,0.0,1044000.0,751680.0,19544.0,19544.0,54.2,1.071,120000.0,<130K,2246.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,20940.0,28535.55,1.21,6,690000.0,66309.0,26.0,0.0,1.0,0.0,0.0,17940.0,1.167,2.63,105.86,33.43,79310.35,1101.53,1.36,66.10000000000001
109,77899,2023-05-01,86,3639,2875.0,2023-02-08,2023-05-02,1170000,7.8000002,7.0,83,,66.0,27.0,0.0,0.0,0.0,0.0,1170000.0,772200.0,20849.0,20849.0,52.7,1.413,150000.0,130-160k,2673.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,29450.0,40477.5,1.65,5,759500.0,71314.0,26.42,0.0,1.0,0.0,0.0,20066.0,1.468,2.28,110.15,45.49,97371.79,1173.15,1.37,64.9
110,77823,2023-04-24,81,3640,2850.0,2023-02-14,2023-04-26,1120000,8.6000004,7.0,71,2023-04-24,66.0,25.4,0.0,0.0,0.0,0.0,1120000.0,739200.0,18776.0,18776.0,47.3,1.229,130233.0,130-160k,2183.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,GAR,23075.0,30939.75,0.91,6,730133.0,66931.0,24.889999,0.0,1.0,0.0,0.0,18173.0,1.27,2.64,109.62,37.79,84899.18,1195.76,1.34,65.2
111,77720,2023-04-17,79,3641,3500.0,2023-02-15,2023-04-21,1064000,7.5999999,7.0,65,,77.0,24.0,0.0,0.0,0.0,0.0,1064000.0,819280.0,19663.0,19663.0,65.8,0.96,140000.0,130-160k,2587.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,GAR,18875.0,25253.25,1.27,5,753640.0,67149.0,25.0,0.0,1.0,0.0,0.0,18841.0,1.002,2.65,135.93,38.21,99163.16,1525.59,1.34,70.8
112,78261,2023-05-22,89,3645,1450.0,2023-03-13,2023-05-28,935000,5.5,7.0,76,2023-05-22,75.0,20.2,0.0,0.0,195059.0,3316.0,739941.0,554956.0,11210.0,14526.0,37.7,1.263,170000.0,>160k,2641.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,SANL,18350.0,23468.25,1.9,7,821322.0,38359.0,19.0,1.0,1.0,195059.0,7991.0,15215.0,1.206,1.86,91.77,43.9,149331.27,1964.89,1.28,87.8
113,78262,2023-05-22,90,3646,2050.0,2023-03-14,2023-05-26,1053000,6.5,7.0,73,2023-05-22,71.0,20.78,0.0,0.0,0.0,0.0,1053000.0,747630.0,15536.0,15536.0,45.1,1.381,162000.0,>160k,2390.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,SANL,21450.0,26988.0,1.4,6,825350.0,47094.0,20.0,0.0,1.0,0.0,0.0,16507.0,1.299,2.02,99.25,45.21,126976.92,1739.41,1.26,78.4
114,78309,2023-05-29,87,3647,2400.0,2023-03-14,2023-05-30,1156000,8.5,7.0,77,,81.0,21.54,0.0,0.0,253526.0,4817.0,902474.0,731004.0,15746.0,20563.0,40.3,1.236,136000.0,130-160k,2419.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,GAR,25425.0,31839.0,0.9,6,988907.0,53622.0,21.0,1.0,1.0,253526.0,15353.0,20260.0,1.255,2.03,81.93,38.85,116342.0,1510.94,1.25,85.5
115,78424,2023-06-05,88,3648,1525.0,2023-03-14,2023-06-05,1521000,11.7,7.0,83,,63.0,,0.0,0.0,559033.0,12239.0,961967.0,606039.0,,,18.6,,130000.0,<130K,,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,GAR,30975.0,39059.25,0.7,6,1027737.0,89079.0,27.0,2.0,1.0,559033.0,43757.0,24894.0,1.244,,91.73,31.9,87840.77,1058.32,1.26,67.60000000000001
116,78779,2023-07-03,82,3655,2850.0,2023-03-23,2023-07-04,1311000,9.5,7.0,103,,75.0,30.1,0.0,0.0,336087.0,6184.0,974913.0,731185.0,22009.0,28193.0,42.9,1.515,138000.0,130-160k,2968.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,42725.0,47763.75,0.8,4,972120.0,87982.0,30.0,1.0,1.0,336087.0,18224.0,25265.0,1.691,2.07,89.92,43.66,102328.42,993.48,1.12,74.2
117,78606,2023-06-19,80,3656,2700.0,2023-03-23,2023-06-20,1547000,9.1000004,7.0,89,2023-06-19,66.0,24.73,0.0,0.0,286237.0,5324.0,1260763.0,832104.0,20578.0,25902.0,42.4,1.502,170000.0,>160k,2846.0,AQUATROPICAL,AQ,VLL,V,L,L,Laboratorio,SP,38900.0,44662.75,1.19,4,1138120.0,77864.0,23.9,1.0,1.0,286237.0,14779.0,25684.0,1.515,1.94,96.14,48.03,125068.13,1405.26,1.15,73.6
118,78711,2023-06-26,91,3657,3000.0,2023-04-10,2023-07-01,1428000,8.5,7.0,82,2023-06-26,72.0,21.98,0.0,0.0,398121.0,6569.0,1029879.0,741513.0,16298.0,22867.0,50.4,1.366,168000.0,>160k,2690.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,31225.0,30970.0,1.6,7,1196699.0,73072.0,22.5,1.0,1.0,398121.0,18487.0,24537.0,1.273,1.9,104.84,44.8,140788.12,1716.93,0.99,83.8
119,78618,2023-06-19,92,3658,3300.0,2023-04-11,2023-06-22,1601600,9.1000004,7.0,72,2023-06-19,72.0,21.7,350974.0,6844.0,350974.0,6844.0,1250626.0,900451.0,19540.0,26384.0,51.8,1.305,176000.0,>160k,2899.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,34425.0,34138.5,1.45,6,1242852.0,84564.0,21.299999,1.0,1.0,350974.0,22603.0,25841.0,1.332,2.15,129.07,52.54,136577.14,1896.9,0.99,77.60000000000001
120,78705,2023-06-26,84,3659,1900.0,2023-04-12,2023-06-27,1065800,7.3000002,7.0,76,2023-06-26,79.0,23.8,0.0,0.0,290000.0,5133.0,775800.0,612882.0,14587.0,19720.0,37.2,1.247,146000.0,130-160k,2701.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,24600.0,24394.5,2.64,5,868381.0,55519.0,23.219999,1.0,1.0,290000.0,16175.0,18563.0,1.325,2.09,100.07,44.34,118956.3,1565.21,0.99,81.5
121,78611,2023-06-19,85,3660,3275.0,2023-04-12,2023-06-24,1383200,8.1000004,7.0,73,2023-06-19,79.0,20.5,354731.0,6598.0,354731.0,6598.0,1028469.0,812491.0,16656.0,23254.0,57.8,1.345,170765.0,>160k,2871.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,31275.0,31026.0,2.2,5,1183988.0,69732.0,20.200001,1.0,1.0,354731.0,20659.0,23349.0,1.339,1.88,117.93,52.89,146171.35,2002.35,0.99,85.6
122,79392,2023-07-31,81,3665,3725.0,2023-05-08,2023-08-02,1238400,8.6000004,7.0,86,2023-07-31,68.0,23.1,0.0,0.0,0.0,0.0,1238400.0,842112.0,19453.0,19453.0,61.9,1.879,144000.0,130-160k,2262.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,36550.0,37150.5,1.83,7,941167.0,65183.0,24.0,0.0,1.0,0.0,0.0,22588.0,1.618,1.88,88.13,49.42,109438.02,1272.54,1.02,76.0
123,79363,2023-07-24,79,3666,3406.0,2023-05-10,2023-07-25,1043200,7.5999999,7.0,76,2023-07-24,71.0,23.3,0.0,0.0,0.0,0.0,1043200.0,740672.0,17258.0,17258.0,64.0,1.5,137263.0,130-160k,2271.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,25881.0,26677.02,1.83,5,890516.0,59762.0,22.459999,0.0,1.0,0.0,0.0,20001.0,1.294,2.12,103.47,44.81,117173.16,1541.75,1.03,85.39999999999999
124,79403,2023-07-24,83,3667,4025.0,2023-05-10,2023-07-27,1434400,8.6999998,7.0,78,2023-07-24,67.0,23.5,0.0,0.0,0.0,0.0,1434400.0,961048.0,22585.0,22585.0,66.1,1.401,164874.0,>160k,2596.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,31650.0,30640.5,1.89,5,958887.0,67214.0,23.18,0.0,1.0,0.0,0.0,22227.0,1.424,2.07,99.05,46.64,110216.9,1413.04,0.97,66.8
125,79424,2023-07-24,86,3668,3875.0,2023-05-11,2023-07-26,1248000,7.8000002,7.0,76,2023-07-24,68.0,22.6,0.0,0.0,0.0,0.0,1248000.0,848640.0,19179.0,19179.0,71.0,1.456,160000.0,130-160k,2459.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,CORQ,27925.0,27602.5,1.25,4,768472.0,47514.0,21.790001,0.0,1.0,0.0,0.0,16745.0,1.668,2.08,80.15,47.11,98522.05,1296.34,0.99,61.6
126,80018,2023-08-28,90,3672,2550.0,2023-06-06,2023-09-01,910000,6.5,7.0,87,2023-08-28,63.0,26.0,0.0,0.0,174212.0,3648.0,735788.0,463546.0,12052.0,15700.0,56.0,1.627,140000.0,130-160k,2415.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,25550.0,27620.75,1.7,6,699511.0,59121.0,26.799999,1.0,1.0,174212.0,10687.0,17726.0,1.441,2.1,104.55,45.18,107617.08,1236.98,1.08,76.9
127,79699,2023-08-14,89,3673,2050.0,2023-06-06,2023-08-19,770000,5.5,7.0,74,,71.0,24.0,129053.0,2904.0,129053.0,2904.0,640947.0,455072.0,10922.0,13826.0,53.2,1.112,140000.0,130-160k,2514.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,15375.0,15241.75,1.67,6,485493.0,39068.0,25.0,1.0,1.0,129053.0,8507.0,11815.0,1.301,2.3,95.99,37.78,88271.45,1192.86,0.99,63.1
128,79903,2023-08-21,87,3674,2800.0,2023-06-09,2023-08-23,1020000,8.5,7.0,75,2023-08-21,76.0,24.8,0.0,0.0,223554.0,4755.0,796446.0,605299.0,15011.0,19766.0,47.1,1.226,120000.0,<130K,2325.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SANL,24225.0,25345.5,2.07,3,764394.0,60300.0,25.0,1.0,1.0,223554.0,13930.0,18276.0,1.326,2.21,94.59,38.0,89928.71,1199.05,1.05,74.9
129,79904,2023-08-21,88,3675,4375.0,2023-06-09,2023-08-24,1521000,11.7,7.0,76,2023-08-21,68.0,24.4,0.0,0.0,279568.0,5172.0,1241432.0,844174.0,20598.0,25770.0,53.4,1.366,130000.0,<130K,2203.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SANL,35200.0,36723.0,1.72,3,988954.0,77288.0,25.889999,1.0,1.0,279568.0,14300.0,23538.0,1.495,2.17,86.92,39.59,84525.98,1112.18,1.04,65.0
130,80594,2023-09-11,91,3682,4125.0,2023-07-06,2023-09-15,902880,8.5,7.0,71,2023-09-11,71.0,28.6,0.0,0.0,0.0,0.0,902880.0,641045.0,18334.0,18334.0,69.3,1.313,106221.0,<130K,2157.0,GENOMAR,GEN,VLL,V,L,L,Laboratorio,PUNK SP,24075.0,30006.5,1.49,4,668167.0,66773.0,30.0,0.0,1.0,0.0,0.0,20045.0,1.201,2.83,110.64,39.89,78607.88,1107.15,1.25,74.0
131,80579,2023-09-18,92,3683,3975.0,2023-07-06,2023-09-21,936320,9.1000004,7.0,77,2023-09-18,82.0,28.7,0.0,0.0,200923.0,4788.0,735397.0,603026.0,17307.0,22095.0,62.4,1.25,102892.0,<130K,2428.0,GENOMAR,GEN,VLL,V,L,L,Laboratorio,PUNK SP,27625.0,34869.0,1.57,4,792879.0,74865.0,29.34,1.0,1.0,200923.0,15300.0,22156.0,1.247,2.6,106.84,39.42,87129.56,1131.55,1.26,84.7
132,80569,2023-09-18,82,3684,4200.0,2023-07-07,2023-09-19,1137150,9.5,7.0,74,2023-09-18,72.0,26.7,0.0,0.0,219624.0,5025.0,917526.0,660619.0,17639.0,22664.0,63.2,1.352,119700.0,<130K,2386.0,GENOMAR,GEN,VLL,V,L,L,Laboratorio,PUNK SP,30650.0,38537.25,1.49,3,800945.0,74977.0,28.0,1.0,1.0,219624.0,17800.0,21302.0,1.439,2.49,106.65,43.6,84310.0,1139.32,1.26,70.39999999999999
133,80567,2023-09-18,80,3685,4375.0,2023-07-08,2023-09-22,1164800,9.1000004,7.0,76,2023-09-18,68.0,31.3,0.0,0.0,191451.0,5106.0,973349.0,661877.0,20717.0,25823.0,68.7,1.316,128000.0,<130K,2838.0,GENOMAR,GEN,VLL,V,L,L,Laboratorio,PUNK SP,33975.0,43273.75,1.84,2,706581.0,74109.0,31.459999,1.0,1.0,191451.0,18527.0,21312.0,1.594,2.79,107.16,49.13,77646.26,1021.66,1.27,60.699999999999996
134,80572,2023-09-18,85,3686,2475.0,2023-07-10,2023-09-18,790020,8.1000004,7.0,70,2023-09-18,81.0,23.0,159583.0,3830.0,159583.0,3830.0,630437.0,510654.0,11745.0,15575.0,43.7,1.587,97533.0,<130K,1923.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,24725.0,32333.25,0.91,0,667483.0,46656.0,24.0,1.0,1.0,159583.0,11817.0,15659.0,1.579,2.21,82.29,43.61,82405.3,1177.22,1.31,84.5
135,80490,2023-09-11,84,3687,2925.0,2023-07-10,2023-09-16,714445,7.3000002,7.0,68,2023-09-11,75.0,26.3,0.0,0.0,0.0,0.0,714445.0,535834.0,14092.0,14092.0,57.2,1.166,97869.0,<130K,1930.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,16425.0,20793.75,3.34,7,455567.0,46986.0,30.0,0.0,1.0,0.0,0.0,13667.0,1.202,2.63,94.65,33.09,62406.44,917.74,1.27,63.800000000000004
150,118964,2021-03-29,31,4722,3825.0,2021-01-03,2021-03-29,1581000,14.0,7.0,85,,75.0,26.0,0.0,0.0,301656.0,5101.0,1279344.0,959508.0,24947.0,30048.0,39.0,1.396,112929.0,<130K,2146.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,41950.0,41968.39,0.8,1,1240920.0,121483.0,25.799999,1.0,1.0,301656.0,17289.0,29334.0,1.43,2.1,102.09,35.25,88637.14,1042.79,1.0,78.5
151,119245,2021-04-05,67,4723,2200.0,2021-01-05,2021-04-09,775000,6.0,7.0,94,,69.0,26.2,0.0,0.0,164503.0,2433.0,610497.0,421243.0,11037.0,13470.0,52.4,1.544,129167.0,<130K,2245.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,IRMART,20801.0,21431.559999999998,0.9,6,529922.0,48161.0,25.389999,1.0,1.0,164503.0,7316.0,11711.0,1.776,2.01,85.39,36.88,88320.33,939.58,1.03,68.4
152,119234,2021-04-05,42,4724,6500.0,2021-01-05,2021-04-13,3837000,28.4,7.0,98,,61.0,25.4,0.0,0.0,811745.0,12966.0,3025255.0,1845406.0,46873.0,59839.0,32.7,1.388,135106.0,130-160k,2107.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,IRMART,83075.0,84212.68000000001,1.1,6,2303543.0,217435.0,26.09,2.0,1.0,811745.0,41350.0,51887.0,1.601,1.85,78.12,29.85,81110.67,827.66,1.01,60.0
153,119985,2021-04-19,26,4731,3125.0,2021-01-12,2021-04-21,1529000,13.2,7.0,99,,72.0,29.9,0.0,0.0,242790.0,4647.0,1286210.0,926071.0,27690.0,32337.0,33.8,1.508,115833.0,<130K,2450.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP2,48775.0,49215.65,2.0,6,1123012.0,136588.0,29.9,1.0,1.0,242790.0,16217.0,30966.0,1.575,2.1,104.52,37.32,85076.67,859.36,1.01,73.4
154,119989,2021-04-19,30,4736,2850.0,2021-01-26,2021-04-23,1230000,9.0,7.0,87,,71.0,27.5,0.0,0.0,314218.0,6095.0,915782.0,650205.0,17881.0,23976.0,45.2,1.2,136667.0,130-160k,2664.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,28775.0,30456.62,1.3,6,761181.0,79036.0,29.200001,2.0,1.0,314218.0,22445.0,19146.0,1.503,2.26,100.94,36.75,84575.67,972.13,1.06,61.9
155,120272,2021-04-26,38,4737,2175.0,2021-01-27,2021-04-30,668000,5.0999999,7.0,93,2021-04-26,68.0,26.0,0.0,0.0,78530.0,1485.0,589470.0,400840.0,10422.0,11907.0,60.9,1.701,130980.0,130-160k,2335.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,20250.0,20958.8,1.1,5,469066.0,55327.0,28.540001,1.0,1.0,78530.0,5551.0,12631.0,1.603,1.98,116.65,42.69,91973.73,988.96,1.04,70.19999999999999
156,120557,2021-05-03,34,4738,4725.0,2021-01-27,2021-05-09,1948000,14.8,7.0,102,,76.0,26.0,0.0,0.0,686444.0,12206.0,1261556.0,958783.0,24928.0,37134.0,45.6,1.447,131622.0,130-160k,2509.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,53750.0,56273.53,1.4,5,1564433.0,153905.0,26.690001,2.0,1.0,686444.0,44828.0,35640.0,1.508,1.78,101.95,35.61,105704.93,1036.32,1.05,80.30000000000001
157,119981,2021-04-19,22,4739,3400.0,2021-01-28,2021-04-22,1510000,12.5,7.0,84,,71.0,24.7,0.0,0.0,251308.0,4227.0,1258692.0,893671.0,22074.0,26301.0,38.9,1.457,120800.0,<130K,2104.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,38325.0,40128.54,1.0,4,1059906.0,97459.0,24.5,1.0,1.0,251308.0,14333.0,24038.0,1.594,2.07,92.82,36.5,84792.48,1009.43,1.05,70.19999999999999
158,119997,2021-04-19,41,4740,3850.0,2021-01-29,2021-04-25,1276000,11.4,7.0,86,,79.0,25.2,0.0,0.0,299760.0,6235.0,976240.0,771230.0,19435.0,25670.0,48.2,1.436,111930.0,<130K,2252.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,36850.0,38503.57,1.2,3,897840.0,95544.0,26.040001,1.0,1.0,299760.0,24861.0,21809.0,1.69,2.02,97.45,37.59,78757.89,915.79,1.04,70.39999999999999
159,120270,2021-04-26,36,4742,2850.0,2021-02-02,2021-04-26,1850000,15.1,7.0,83,,82.0,,0.0,0.0,662435.0,13143.0,1187565.0,973803.0,,,27.0,,122517.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,48175.0,49288.23,2.3,6,1522413.0,154768.0,26.709999,2.0,1.0,662435.0,51558.0,36113.0,1.334,,123.49,38.44,100822.05,1214.72,1.02,82.3
160,120271,2021-04-26,37,4743,2375.0,2021-02-02,2021-05-01,1205000,9.8000002,7.0,88,2021-04-26,78.0,27.7,0.0,0.0,381019.0,8082.0,823981.0,642705.0,17803.0,25885.0,34.6,1.222,122959.0,<130K,2641.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,31625.0,32379.829999999998,2.4,6,923179.0,106050.0,28.540001,2.0,1.0,381019.0,32572.0,23555.0,1.343,2.16,122.97,36.67,94201.94,1070.48,1.02,76.6
161,120584,2021-05-03,64,4744,2625.0,2021-02-10,2021-05-05,895000,7.1999998,7.0,84,,79.0,23.0,0.0,0.0,223256.0,3552.0,671744.0,530678.0,12206.0,15758.0,52.1,1.491,124306.0,<130K,2189.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,23500.0,23816.65,1.3,5,818333.0,68623.0,22.799999,1.0,1.0,223256.0,12300.0,17120.0,1.373,1.92,113.46,38.86,113657.36,1353.06,1.01,91.4
162,120548,2021-05-03,25,4748,3900.0,2021-02-11,2021-05-08,1289000,12.0,7.0,86,,74.0,26.7,0.0,0.0,232472.0,4138.0,1056528.0,781831.0,20875.0,25013.0,46.4,1.477,107417.0,<130K,2084.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,36950.0,37805.0,1.2,4,957594.0,108346.0,28.620001,1.0,1.0,232472.0,15163.0,24891.0,1.484,2.18,104.99,35.8,79799.5,927.9,1.02,74.3
163,120566,2021-05-03,43,4749,4950.0,2021-02-12,2021-05-04,1682000,16.799999,7.0,81,,86.0,27.6,0.0,0.0,303498.0,5639.0,1378502.0,1185512.0,32720.0,38359.0,42.1,1.171,100119.0,<130K,2283.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,44925.0,45872.2,1.0,3,1319749.0,151308.0,27.690001,1.0,1.0,303498.0,19897.0,33779.0,1.33,2.39,111.19,33.01,78556.49,969.83,1.02,78.5
164,121509,2021-05-17,27,4755,0.0,2021-02-19,2021-05-17,718000,8.8000002,7.0,87,,100.0,,0.0,0.0,148854.0,3379.0,569146.0,569146.0,,,0.0,,81591.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,29300.0,30768.17,1.4,3,731587.0,90017.0,27.07,1.0,1.0,148854.0,14289.0,19154.0,1.53,,117.58,38.27,83134.88,955.57,1.05,101.89999999999999
165,121510,2021-05-17,28,4756,0.0,2021-02-19,2021-05-18,606000,7.4000001,7.0,88,,94.0,,0.0,0.0,152061.0,3137.0,453939.0,426703.0,,,0.0,,81892.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,23175.0,24408.43,1.4,3,676351.0,81672.0,27.0,1.0,1.0,152061.0,12849.0,17293.0,1.34,,125.42,35.59,91398.78,1038.62,1.05,111.60000000000001
