,PKMuestreo,FechaMuestreo,IDPiscina,PKCiclo,KilosAlimento,FechaSiembra,FechaCosecha,CantidadSembrada,Hectareas,days_from_last_monitoring,cycle_days,survival_updated_at,Supervivencia,PesoPromedio2,CantidadCosechada,biomass_harvested,CantidadCosechada_cum,biomass_harvested_cum,stocked_minus_harvested,live_animals,live_biomass,cumulative_biomass,kg/ha/day,cumulative_fcr,density_ha,density_ha_bin,biomass_ha,NombreProveedor,Proveedor,Codigo,Especie,Origen,Proceso,Descripcion,MnProveedor,total_feed_given,cycle_feed_cost,start_weight,start_cycle_days,CantidadCosechada_harvested,VentaUSDReal,average_weight_harvest,Parcial,final_sale,partial_harvest_qty,partial_harvest_rev,final_biomass_harvested,cycle_fcr,cycle_weekly_growth_rate,rev_ha_day,cycle_feed_ha_day,total_qty_harvested_ha,total_qty_harvested_ha_day,avg_feed_cost_$,cycle_survival
43,71354,2022-01-31,82,3498,2350.0,2021-10-13,2022-01-31,1170400,9.5,7.0,110,,79.0,31.5,0.0,0.0,451454.0,7627.0,718946.0,567967.0,17891.0,25518.0,35.3,1.461,123200.0,<130K,2686.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,IRMART,37275.0,32935.75,0.64,5,917713.0,84949.0,27.83,2.0,1.0,451454.0,27722.0,20603.0,1.809,2.06,81.29,35.67,96601.37,878.19,0.88,78.4
44,71195,2022-01-24,81,3499,1975.0,2021-10-14,2022-01-24,1100800,8.6000004,7.0,102,,86.0,,0.0,0.0,481791.0,8642.0,619009.0,532348.0,,,32.8,,128000.0,<130K,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,35625.0,31702.25,0.39,4,977228.0,89403.0,26.799999,2.0,1.0,481791.0,30574.0,21920.0,1.625,,101.92,40.61,113631.16,1114.03,0.89,88.8
45,71096,2022-01-17,87,3500,3275.0,2021-10-14,2022-01-22,1020000,8.5,7.0,100,2022-01-17,97.0,30.0,0.0,0.0,427152.0,7396.0,592848.0,575063.0,17252.0,24648.0,55.0,1.316,120000.0,<130K,2900.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,IRMART,32425.0,31916.0,0.4,4,967590.0,86248.0,25.91,2.0,1.0,427152.0,24093.0,21399.0,1.515,2.16,101.47,38.15,113834.12,1138.34,0.98,94.89999999999999
46,71352,2022-01-31,80,3503,3100.0,2021-11-12,2022-02-04,1314950,9.1000004,7.0,84,,82.0,21.0,274646.0,4658.0,505613.0,7716.0,809337.0,663656.0,13937.0,21653.0,48.7,1.379,144500.0,130-160k,2379.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,29850.0,22718.0,0.27,3,1221895.0,87808.0,20.82,2.0,1.0,505613.0,29277.0,22629.0,1.319,1.79,114.87,39.05,134274.17,1598.5,0.76,92.9
47,71384,2022-02-07,92,3504,2775.0,2021-11-12,2022-02-13,1469650,9.1000004,7.0,93,2022-02-07,43.0,26.54,291779.0,7347.0,818265.0,16733.0,651385.0,280096.0,7434.0,24167.0,43.6,1.447,161500.0,>160k,2656.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,34975.0,29633.5,0.37,3,1041225.0,95253.0,28.309999,3.0,1.0,818265.0,68207.0,23045.0,1.518,2.04,112.55,41.33,114420.32,1230.33,0.85,70.8
48,71555,2022-02-21,91,3510,2300.0,2021-12-02,2022-02-25,992800,8.5,7.0,85,2022-02-21,56.0,26.28,0.0,0.0,328197.0,7345.0,664603.0,372178.0,9781.0,17126.0,38.7,1.371,116800.0,<130K,2015.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,23475.0,19734.75,0.89,4,798147.0,72076.0,23.5,2.0,1.0,328197.0,31228.0,17407.0,1.349,2.19,99.76,32.49,93899.65,1104.7,0.84,80.4
49,71474,2022-02-14,88,3511,4200.0,2021-12-03,2022-02-19,1428969,11.7,7.0,78,2022-02-14,78.0,21.7,262587.0,4527.0,262587.0,4527.0,1166382.0,909778.0,19742.0,24269.0,51.3,1.244,122134.0,<130K,2074.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,30200.0,23911.5,1.0,3,1236331.0,98198.0,20.299999,1.0,1.0,262587.0,17787.0,24294.0,1.243,1.93,107.6,33.09,105669.32,1354.73,0.79,86.5
50,71601,2022-02-28,86,3515,3850.0,2021-12-26,2022-03-07,1215500,7.8000002,7.0,71,2022-02-28,100.0,21.7,203151.0,3675.0,365988.0,6155.0,849512.0,849512.0,18434.0,24589.0,70.5,1.006,155833.0,130-160k,3152.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,24725.0,17742.25,0.38,1,995767.0,85220.0,22.6,2.0,1.0,365988.0,24325.0,20388.0,1.213,2.13,153.88,44.65,127662.43,1798.06,0.72,81.89999999999999
51,71731,2022-03-07,83,3516,3625.0,2021-12-27,2022-03-08,1238400,8.6999998,7.0,71,,65.0,25.8,0.0,0.0,228262.0,4111.0,1010138.0,656590.0,16940.0,21051.0,59.5,1.388,142345.0,130-160k,2420.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,29225.0,21497.75,0.37,0,816800.0,78101.0,24.08,1.0,1.0,228262.0,16458.0,18283.0,1.598,2.51,126.44,47.31,93885.06,1322.32,0.74,66.0
52,71600,2022-02-28,85,3517,4275.0,2021-12-27,2022-03-08,1271080,8.1000004,7.0,71,2022-02-28,85.0,21.7,0.0,0.0,283344.0,4287.0,987736.0,839576.0,18219.0,22506.0,75.4,1.146,156923.0,130-160k,2779.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,25800.0,18210.0,0.4,0,902204.0,81480.0,25.08,1.0,1.0,283344.0,15516.0,19808.0,1.303,2.1,141.68,44.86,111383.2,1568.78,0.71,71.0
53,71599,2022-02-28,84,3518,3450.0,2021-12-28,2022-03-04,1086240,7.3000002,7.0,66,2022-02-28,57.0,25.0,0.0,0.0,0.0,0.0,1086240.0,619157.0,15479.0,15479.0,67.5,1.355,148800.0,130-160k,2120.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,20975.0,14200.75,1.6,6,639701.0,69270.0,24.76,0.0,1.0,0.0,0.0,15839.0,1.324,2.73,143.77,43.53,87630.27,1327.73,0.68,58.9
54,72168,2022-04-11,79,3525,3971.0,2022-01-27,2022-04-17,1060500,7.5999999,7.0,80,2022-04-11,80.0,28.8,0.0,0.0,445820.0,9427.0,614680.0,491744.0,14162.0,23589.0,74.6,1.337,139539.0,130-160k,3104.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,31546.0,32255.239999999998,0.3,4,958753.0,96521.0,27.139999,2.0,1.0,445820.0,39253.0,23348.0,1.351,2.62,158.75,51.88,126151.71,1576.9,1.02,90.4
55,72358,2022-04-18,81,3526,5600.0,2022-01-30,2022-04-21,1323540,8.6000004,7.0,81,2022-04-18,84.0,25.5,0.0,0.0,580441.0,9558.0,743099.0,624203.0,15917.0,25475.0,93.0,1.606,153900.0,130-160k,2962.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,40925.0,39205.0,0.33,1,1271670.0,101611.0,24.17,2.0,1.0,580441.0,36367.0,26265.0,1.558,2.2,145.87,58.75,147868.6,1825.54,0.96,96.1
56,72178,2022-04-11,89,3527,2350.0,2022-01-30,2022-04-12,730080,5.5,7.0,72,2022-04-11,90.0,24.0,0.0,0.0,356628.0,6203.0,373452.0,336107.0,8067.0,14270.0,61.0,1.368,132742.0,130-160k,2595.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,19525.0,17409.25,1.72,8,751782.0,57011.0,22.700001,2.0,1.0,356628.0,23805.0,15173.0,1.287,2.44,143.97,49.31,136687.64,1898.44,0.89,103.0
57,73849,2022-04-11,87,3528,4625.0,2022-01-29,2022-04-13,1324300,8.5,7.0,74,2022-04-11,75.0,29.0,0.0,0.0,432299.0,8510.0,892001.0,669001.0,19401.0,27911.0,77.7,1.206,155800.0,130-160k,3284.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,33650.0,29392.25,0.41,2,1027117.0,99076.0,26.440001,2.0,1.0,432299.0,34842.0,24237.0,1.388,2.78,157.51,53.5,120837.29,1632.94,0.87,77.60000000000001
58,72359,2022-04-18,82,3531,4950.0,2022-02-03,2022-04-19,1353750,9.5,7.0,75,,70.0,29.0,0.0,0.0,224654.0,3736.0,1129096.0,790367.0,22921.0,26657.0,74.4,1.432,142500.0,130-160k,2806.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,38175.0,36070.75,0.81,4,908849.0,75814.0,23.6,1.0,1.0,224654.0,14781.0,19883.0,1.92,2.78,106.41,53.58,95668.32,1275.58,0.94,67.10000000000001
59,72035,2022-04-04,90,3532,4575.0,2022-01-30,2022-04-09,938600,6.5,7.0,69,2022-04-04,86.0,19.9,0.0,0.0,210880.0,3043.0,727720.0,625839.0,12454.0,15497.0,100.5,1.56,144400.0,130-160k,2384.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,24175.0,21909.25,0.33,1,954406.0,63231.0,19.0,1.0,1.0,210880.0,11044.0,17170.0,1.408,2.01,140.98,53.9,146831.69,2128.0,0.91,101.69999999999999
60,72642,2022-05-16,92,3533,4725.0,2022-02-18,2022-05-18,1417780,9.1000004,7.0,89,2022-05-16,88.0,29.84,0.0,0.0,664247.0,12517.0,753533.0,663109.0,19787.0,32304.0,74.2,1.576,155800.0,130-160k,3550.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,50900.0,58080.25,1.11,3,1271345.0,106043.0,28.6,2.0,1.0,664247.0,40937.0,29880.0,1.703,2.34,130.93,62.85,139708.24,1569.76,1.14,89.7
61,72631,2022-05-16,80,3534,3100.0,2022-02-17,2022-05-17,1383200,9.1000004,7.0,89,2022-05-16,77.0,31.0,0.0,0.0,595544.0,12789.0,787656.0,606495.0,18801.0,31590.0,48.7,1.527,152000.0,130-160k,3471.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,48225.0,54051.75,0.76,4,1073311.0,101354.0,30.0,2.0,1.0,595544.0,43729.0,27122.0,1.778,2.49,125.14,59.54,117946.26,1325.24,1.12,77.60000000000001
62,72774,2022-05-30,91,3544,4050.0,2022-03-02,2022-06-03,1265455,8.5,7.0,93,2022-05-30,89.0,24.73,0.0,0.0,749783.0,14063.0,515672.0,458948.0,11350.0,25413.0,68.1,1.839,148877.0,130-160k,2990.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,46725.0,55977.5,1.29,5,1111398.0,83100.0,30.219999,2.0,1.0,749783.0,45342.0,24991.0,1.87,1.86,105.12,59.11,130752.71,1405.94,1.2,87.8
63,72567,2022-05-09,88,3545,5025.0,2022-03-02,2022-05-11,1411730,11.7,7.0,70,2022-05-09,93.0,24.42,0.0,0.0,563749.0,10256.0,847981.0,788622.0,19258.0,29514.0,61.4,1.396,120661.0,<130K,2523.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,41200.0,46245.25,1.0,5,1389859.0,93544.0,22.52,2.0,1.0,563749.0,30719.0,28860.0,1.428,2.52,114.22,50.31,118791.37,1697.02,1.12,98.5
64,72767,2022-05-30,84,3547,4625.0,2022-03-14,2022-05-31,1178950,7.3000002,7.0,78,2022-05-30,89.0,25.99,0.0,0.0,388625.0,6218.0,790325.0,703389.0,18281.0,24499.0,90.5,1.475,161500.0,>160k,3356.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,36125.0,45641.0,0.25,0,1025539.0,69140.0,25.0,1.0,1.0,388625.0,15966.0,22141.0,1.632,2.31,121.43,63.44,140484.79,1801.09,1.26,87.0
65,72766,2022-05-30,83,3548,3425.0,2022-03-15,2022-05-30,1227400,8.6999998,7.0,76,,84.0,27.0,0.0,0.0,343333.0,5665.0,884067.0,742616.0,20051.0,25716.0,56.2,1.364,141080.0,130-160k,2956.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,35075.0,44349.5,1.05,6,1086333.0,80362.0,26.0,1.0,1.0,343333.0,16971.0,24983.0,1.404,2.6,121.54,53.05,124865.86,1642.97,1.26,88.5
66,72768,2022-05-30,85,3549,3850.0,2022-03-16,2022-06-01,1418256,8.1000004,7.0,77,2022-05-30,94.0,25.81,159982.0,3646.0,648649.0,10976.0,769607.0,723431.0,18672.0,29648.0,67.9,1.466,175093.0,>160k,3660.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,43450.0,54882.0,0.86,5,1270349.0,83803.0,25.299999,2.0,1.0,648649.0,33039.0,26705.0,1.627,2.43,134.36,69.66,156833.2,2036.79,1.26,89.60000000000001
67,72769,2022-05-30,86,3550,5175.0,2022-03-16,2022-06-03,1447200,7.8000002,7.0,79,2022-05-30,96.0,24.41,0.0,0.0,742639.0,12089.0,704561.0,676379.0,16510.0,28599.0,94.8,1.546,185538.0,>160k,3667.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,SP,44225.0,56070.49999999999,1.0,5,1324509.0,80105.0,24.709999,2.0,1.0,742639.0,35685.0,26467.0,1.671,2.21,130.0,71.77,169808.84,2149.48,1.27,91.5
68,73677,2022-07-11,79,3557,3250.0,2022-04-20,2022-07-11,963300,7.5999999,7.0,82,2022-07-11,62.0,29.0,0.0,0.0,260575.0,5796.0,702725.0,435690.0,12635.0,18431.0,61.1,1.739,126750.0,<130K,2425.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,32058.0,41169.26,1.47,5,715912.0,73856.0,27.299999,2.0,1.0,260575.0,19801.0,18227.0,1.759,2.5,118.51,51.44,94198.95,1148.77,1.28,74.3
69,73380,2022-07-18,82,3558,3450.0,2022-04-23,2022-07-20,1155200,9.5,7.0,88,2022-07-18,58.0,28.0,0.0,0.0,247435.0,5316.0,907765.0,526504.0,14742.0,20058.0,51.9,1.845,121600.0,<130K,2111.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,37000.0,47733.0,0.7,2,592994.0,53276.0,27.02,2.0,1.0,247435.0,17483.0,14653.0,2.525,2.22,63.73,44.26,62420.42,709.32,1.29,51.300000000000004
70,73385,2022-07-18,87,3559,4125.0,2022-04-23,2022-07-19,1024860,8.5,7.0,87,2022-07-18,83.0,31.5,0.0,0.0,315696.0,7083.0,709164.0,588606.0,18541.0,25624.0,69.3,1.726,120572.0,<130K,3015.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,44225.0,57168.0,2.22,2,778797.0,78512.0,27.02,2.0,1.0,315696.0,24499.0,19596.0,2.257,2.41,106.17,59.8,91623.18,1053.14,1.29,76.0
71,73679,2022-07-11,81,3560,4275.0,2022-04-24,2022-07-15,1130040,8.6000004,7.0,82,2022-07-11,72.0,26.73,0.0,0.0,362153.0,7077.0,767887.0,552879.0,14778.0,21855.0,71.0,1.666,131400.0,130-160k,2541.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,AM,36400.0,47392.5,0.6,1,790428.0,71846.0,27.02,2.0,1.0,362153.0,21618.0,18649.0,1.952,2.26,101.88,51.62,91910.23,1120.86,1.3,69.89999999999999
72,73387,2022-07-18,89,3561,2650.0,2022-04-15,2022-07-21,520000,5.5,7.0,97,2022-07-18,107.0,29.28,0.0,0.0,297943.0,5761.0,222057.0,237601.0,6957.0,12718.0,68.8,2.182,94545.0,<130K,2312.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,AM,27750.0,37399.5,0.15,3,700668.0,63116.0,26.42,2.0,1.0,297943.0,17948.0,16401.0,1.692,2.17,118.31,52.01,127394.18,1313.34,1.35,134.7
73,73133,2022-07-04,90,3562,2175.0,2022-04-16,2022-07-10,954000,6.5,7.0,85,2022-07-04,60.0,25.1,126231.0,2951.0,308290.0,6117.0,645710.0,387426.0,9724.0,15841.0,47.8,1.719,146769.0,130-160k,2437.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,AM,27225.0,35781.75,0.19,2,795146.0,62176.0,23.98,2.0,1.0,308290.0,18712.0,17792.0,1.53,2.1,112.54,49.28,122330.15,1439.18,1.31,83.3
74,74056,2022-08-08,80,3567,2754.19,2022-05-22,2022-08-14,1281800,9.1000004,7.0,84,,61.0,28.0,0.0,0.0,205291.0,4695.0,1076509.0,656670.0,18387.0,23082.0,43.2,1.374,140857.0,130-160k,2536.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,31722.19,40399.716,0.8,1,592273.0,59303.0,28.5,1.0,1.0,205291.0,16163.0,15724.0,2.017,2.29,77.58,41.5,65084.94,774.82,1.27,46.2
75,74046,2022-08-15,88,3568,4750.0,2022-05-22,2022-08-16,1591200,11.7,7.0,86,,90.0,26.7,0.0,0.0,628845.0,9429.0,962355.0,866120.0,23125.0,32554.0,58.0,1.578,136000.0,130-160k,2782.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,51375.0,68157.5,1.0,1,1446642.0,113240.0,24.33,2.0,1.0,628845.0,30543.0,29326.0,1.752,2.12,112.54,51.06,123644.62,1437.73,1.33,90.9
76,74082,2022-08-22,92,3570,3400.0,2022-05-24,2022-08-26,1300500,9.1000004,7.0,94,,72.0,26.2,0.0,0.0,215024.0,3163.0,1085476.0,781543.0,20476.0,23639.0,53.4,1.805,142912.0,130-160k,2598.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,MG,42675.0,55989.0,0.5,6,965434.0,92779.0,25.629999,1.0,1.0,215024.0,6155.0,22396.0,1.905,2.04,108.46,49.89,106091.64,1128.63,1.31,74.2
77,74405,2022-09-19,83,3575,2800.0,2022-06-13,2022-09-23,1322400,8.6999998,7.0,102,2022-09-19,67.0,29.74,0.0,0.0,236799.0,6377.0,1085601.0,727353.0,21631.0,28008.0,46.0,1.319,152000.0,130-160k,3219.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,36950.0,47789.0,0.6,7,625528.0,81663.0,29.9,1.0,1.0,236799.0,29924.0,18000.0,2.053,2.15,92.03,41.64,71899.77,704.9,1.29,47.3
78,74325,2022-09-12,84,3576,2900.0,2022-06-13,2022-09-14,998640,7.3000002,7.0,93,2022-09-12,60.0,29.37,0.0,0.0,0.0,0.0,998640.0,599184.0,17598.0,17598.0,56.8,1.644,136800.0,130-160k,2411.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,28925.0,36957.5,0.7,7,495980.0,62570.0,28.360001,0.0,1.0,0.0,0.0,14066.0,2.056,2.33,92.16,42.61,67942.46,730.56,1.28,49.7
79,74412,2022-09-19,91,3577,1825.0,2022-06-14,2022-09-24,1195100,8.5,7.0,102,2022-09-19,61.0,30.0,0.0,0.0,195978.0,5360.0,999122.0,609464.0,18284.0,23644.0,30.7,1.664,140600.0,130-160k,2782.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,39350.0,49723.0,0.7,6,665641.0,86088.0,30.59,1.0,1.0,195978.0,23703.0,19727.0,1.995,2.14,99.29,45.39,78310.71,767.75,1.26,55.7
80,74553,2022-09-26,85,3580,2375.0,2022-06-14,2022-09-26,1296000,8.1000004,7.0,104,2022-09-26,48.0,33.4,0.0,0.0,254385.0,6614.0,1041615.0,499975.0,16699.0,23313.0,41.9,1.909,160000.0,130-160k,2878.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,44500.0,57992.5,0.8,6,603483.0,86313.0,33.259998,1.0,1.0,254385.0,28164.0,18225.0,2.442,2.33,102.46,52.83,74504.07,716.39,1.3,46.6
81,74554,2022-09-26,86,3581,2775.0,2022-06-14,2022-09-27,1522800,7.8000002,7.0,105,2022-09-26,56.0,28.94,0.0,0.0,396723.0,9081.0,1126077.0,630603.0,18250.0,27331.0,50.8,1.93,195231.0,>160k,3504.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,52750.0,69446.0,0.74,6,868021.0,98877.0,27.42,1.0,1.0,396723.0,38554.0,22004.0,2.397,1.99,120.73,64.41,111284.74,1059.85,1.32,56.99999999999999
82,74698,2022-10-03,79,3586,2425.0,2022-07-21,2022-10-07,953040,7.5999999,7.0,78,2022-10-03,57.0,24.3,0.0,0.0,0.0,0.0,953040.0,543233.0,13201.0,13201.0,45.6,1.536,125400.0,<130K,1737.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,20275.0,25783.5,0.5,4,607848.0,65562.0,25.610001,0.0,1.0,0.0,0.0,15567.0,1.302,2.25,110.6,34.2,79980.0,1025.38,1.27,63.800000000000004
83,74700,2022-10-03,81,3587,1100.0,2022-07-22,2022-10-09,1045760,8.6000004,7.0,79,2022-10-03,30.0,25.0,0.0,0.0,0.0,0.0,1045760.0,313728.0,7843.0,7843.0,18.3,2.19,121600.0,<130K,912.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,17174.0,21404.6,0.52,3,258698.0,28396.0,25.809999,0.0,1.0,0.0,0.0,6677.0,2.572,2.25,41.8,25.28,30081.16,380.77,1.25,24.7
84,75016,2022-10-24,90,3588,1175.0,2022-07-22,2022-10-25,926250,6.5,7.0,95,,70.0,27.0,0.0,0.0,208913.0,4805.0,717337.0,502136.0,13558.0,18363.0,25.8,1.435,142500.0,130-160k,2825.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,OPU,26350.0,34588.75,0.53,3,601593.0,63022.0,25.41,1.0,1.0,208913.0,20303.0,14783.0,1.782,2.01,102.06,42.67,92552.77,974.24,1.31,64.9
85,74924,2022-10-17,87,3589,2825.0,2022-07-25,2022-10-23,1243550,8.5,7.0,90,2022-10-17,45.0,27.0,0.0,0.0,0.0,0.0,1243550.0,559598.0,15109.0,15109.0,47.5,1.761,146300.0,130-160k,1778.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,PUNK SP,26600.0,34452.25,0.64,0,538477.0,63816.0,29.68,0.0,1.0,0.0,0.0,15982.0,1.664,2.05,83.42,34.77,63350.24,703.89,1.3,43.3
86,74705,2022-10-03,89,3590,1675.0,2022-07-25,2022-10-08,731500,5.5,7.0,75,2022-10-03,50.0,24.0,0.0,0.0,0.0,0.0,731500.0,365750.0,8778.0,8778.0,43.5,1.598,133000.0,130-160k,1596.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,14025.0,18020.5,0.41,0,391265.0,40950.0,25.299999,0.0,1.0,0.0,0.0,9899.0,1.417,2.2,99.27,34.0,71139.09,948.52,1.28,53.5
87,75009,2022-10-24,82,3595,1575.0,2022-07-26,2022-10-26,1083000,9.5,7.0,92,,35.0,27.6,0.0,0.0,0.0,0.0,1083000.0,379050.0,10462.0,10462.0,23.7,2.227,114000.0,<130K,1101.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,23300.0,29965.75,1.2,6,328808.0,32552.0,25.41,0.0,1.0,0.0,0.0,8355.0,2.789,2.15,37.24,26.66,34611.37,376.21,1.29,30.4
88,75576,2022-11-21,80,3596,3400.0,2022-08-27,2022-11-27,1486940,9.1000004,7.0,92,,66.0,,0.0,0.0,271667.0,4890.0,1215273.0,802080.0,,,53.4,,163400.0,>160k,,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,32851.0,42379.4,0.33,2,949045.0,60978.0,22.5,1.0,1.0,271667.0,15182.0,20131.0,1.632,,72.84,39.24,104290.65,1133.59,1.29,63.800000000000004
89,75584,2022-11-21,88,3597,4300.0,2022-09-01,2022-11-26,1976000,11.7,7.0,86,,62.0,,0.0,0.0,358876.0,6004.0,1617124.0,1002617.0,,,52.5,,168889.0,>160k,,ACUAGEN,AC,VLL,V,L,L,Laboratorio,ACUTEC,42525.0,55890.75,1.07,4,1122137.0,72050.0,23.0,1.0,1.0,358876.0,17575.0,23559.0,1.805,,71.61,42.26,95909.15,1115.22,1.31,56.8
90,75997,2023-01-02,92,3600,3850.0,2022-09-16,2023-01-07,1624500,9.1000004,7.0,113,2023-01-02,65.0,29.0,0.0,0.0,338905.0,7117.0,1285595.0,835637.0,24233.0,31350.0,60.4,1.563,178516.0,>160k,3445.0,OPUMARSA,OPU,VLL,V,L,L,Laboratorio,OPU,49000.0,67116.5,0.36,10,950175.0,87543.0,29.459999,1.0,1.0,338905.0,21919.0,25125.0,1.95,1.95,85.13,47.65,104414.83,924.03,1.37,58.5
91,75989,2023-01-02,84,3604,2850.0,2022-09-22,2023-01-07,1095730,7.3000002,7.0,107,2023-01-02,76.0,30.0,0.0,0.0,282235.0,6895.0,813495.0,618256.0,18548.0,25443.0,55.8,1.343,150100.0,130-160k,3485.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,AM,34175.0,44641.5,0.5,4,695404.0,72766.0,31.209999,1.0,1.0,282235.0,23677.0,19790.0,1.727,2.0,93.16,43.75,95260.82,890.29,1.31,63.5
92,76485,2023-01-30,83,3605,1750.0,2022-10-04,2023-02-03,1190160,8.6999998,7.0,122,2023-01-30,70.0,36.3,0.0,0.0,243616.0,5323.0,946544.0,662581.0,24052.0,29375.0,28.7,1.513,136800.0,130-160k,3376.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,44450.0,60682.0,0.7,6,716078.0,88760.0,34.57,1.0,1.0,243616.0,16541.0,21656.0,2.053,2.15,83.63,41.88,82307.82,674.65,1.37,60.199999999999996
93,76140,2023-01-09,91,3606,2800.0,2022-10-05,2023-01-10,1124900,8.5,7.0,97,2023-01-09,60.0,33.54,0.0,0.0,225535.0,5582.0,899365.0,539619.0,18099.0,23681.0,47.1,1.3,132341.0,130-160k,2786.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,30781.0,41682.57,0.65,5,588540.0,64962.0,33.41,1.0,1.0,225535.0,18649.0,17710.0,1.738,2.5,78.79,37.33,69240.0,713.81,1.35,52.300000000000004
94,75990,2023-01-02,85,3607,3200.0,2022-10-06,2023-01-05,1272000,8.1000004,7.0,91,2023-01-02,77.0,27.0,0.0,0.0,290570.0,5608.0,981430.0,755701.0,20404.0,26012.0,56.4,1.156,157037.0,130-160k,3211.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUI,30075.0,40675.25,0.7,4,814164.0,72247.0,28.440001,1.0,1.0,290570.0,17188.0,20499.0,1.467,2.12,98.02,40.8,100514.07,1104.55,1.35,64.0
95,76272,2023-01-16,86,3608,3375.0,2022-10-06,2023-01-22,922200,7.8000002,7.0,108,2023-01-16,54.0,34.5,0.0,0.0,0.0,0.0,922200.0,497988.0,17181.0,17181.0,61.8,1.467,118231.0,<130K,2203.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUI,25200.0,34420.0,0.65,4,467053.0,72711.0,35.330002,0.0,1.0,0.0,0.0,16501.0,1.527,2.28,86.31,29.91,59878.59,554.43,1.37,50.6
96,76649,2023-02-06,79,3612,1650.0,2022-10-23,2023-02-07,1470600,7.5999999,7.0,107,2023-02-06,70.0,29.76,0.0,0.0,662727.0,14713.0,807873.0,565511.0,16830.0,31543.0,31.0,1.333,193500.0,>160k,4150.0,TEXCUMAR,TX,VLL,V,L,L,Laboratorio,ACUTEC,42040.0,54409.799999999996,0.13,1,1031735.0,96644.0,30.33,2.0,1.0,662727.0,51640.0,25905.0,1.623,1.96,118.84,51.7,135754.61,1268.73,1.29,70.19999999999999
